id,name,sex,age,type,Arbeitgeber,job (Berufsbezeichnung),sector,party
actoophthalmologieforschung,ACTO e. V. Ophthalmologieforschung,NA,NA,D,NA,NA,NA,NA
adacsachsen,ADAC Sachsen,NA,NA,D,NA,NA,NA,NA
adlerversicherung,ADLER Versicherung AG,NA,NA,D,NA,NA,NA,NA
agaby,AGABY Arbeitsgemeinschaft der Ausländer Migranten und Integrationsbeiräte Bayern,NA,NA,D,NA,NA,NA,NA
agenturfuerarbeit,Agentur für Arbeit,NA,NA,D,NA,NA,NA,NA
agenturlifetimefilms,Agentur Lifetimefilms,NA,NA,D,NA,NA,NA,NA
agrarburgscheidungen,Agrar Burgscheidungen eG,NA,NA,D,NA,NA,NA,NA
agravisraiffeisen,Agravis Raiffeisen AG,NA,NA,D,NA,NA,NA,NA
akademiederkuenste,Akademie der Künste Berlin,NA,NA,D,NA,NA,NA,NA
akademiefrankenwarte,Akademie Frankenwarte Würzburg (dpd),NA,NA,D,NA,NA,NA,NA
akademiepolitischebildungtutzing,Akademie für politische Bildung Tutzing,NA,NA,D,NA,NA,NA,NA
asf,Aktion Sühnezeichen Friedensdienste e.V.,NA,NA,D,NA,NA,NA,NA
aktivregionauenland,AktivRegion Holsteiner Auenland,NA,NA,D,NA,NA,NA,NA
allgaeugmbh,Allgäu GmbH,NA,NA,D,NA,NA,NA,NA
arbeitgeberverbandbremen,Allgemeiner Arbeitgeberverband von Bremen,NA,NA,D,NA,NA,NA,NA
wirtschafsverbandnord,Allgemeiner Verband der Wirtschaft Norddeutschlands,NA,NA,D,NA,NA,NA,NA
altenzentrumluisenhaus,Altenzentrum Luisenhaus gGmbH,NA,NA,D,NA,NA,NA,NA
ameoskliniken,Ameos-Kliniken Rottal-Inn,NA,NA,D,NA,NA,NA,NA
ammerlaenderwohnung,Ammerländer Wohnungsbaugesellschaft mbH,NA,NA,D,NA,NA,NA,NA
strassenamtbremen,Amt für Straßen und Verkehr Bremen,NA,NA,D,NA,NA,NA,NA
amtsgerichtkoeln,Amtsgericht Köln,NA,NA,D,NA,NA,NA,NA
anwaeltehavenhaus,Anwälte im Havenhaus,NA,NA,D,NA,NA,NA,NA
aoksa,AOK Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
arliegenschaftsfond,AR Liegenschaftsfond,NA,NA,D,NA,NA,NA,NA
arbeitundlebenniedersachsen,Arbeit und Leben Niedersachsen,NA,NA,D,NA,NA,NA,NA
arbeitundlebenthueringen,Arbeit und Leben Thüringen e.V. ,NA,NA,D,NA,NA,NA,NA
arbeiterwohlfahrtduesseldorf,Arbeiterwohlfahrt Kreisverband Düsseldorf,NA,NA,D,NA,NA,NA,NA
awoschleswig,Arbeiterwohlfahrt Landesverband Schleswig-Holstein e.V.,NA,NA,D,NA,NA,NA,NA
agundwrverbaendessa,Arbeitgeber- und Wirtschaftverbände Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
arbeitgeberverbandnordostchemie,Arbeitgeberverband Nordostchemie e.V. ,NA,NA,D,NA,NA,NA,NA
arbeitnehmerkammerbremen,Arbeitnehmerkammer Bremen,NA,NA,D,NA,NA,NA,NA
asfkoeln,Arbeitsgemeinschaft sozialdemokratischer Frauen Köln,NA,NA,D,NA,NA,NA,NA
arbeitsgruppekunsthamburg,Arbeitsgruppe Bildende Kunst Hamburg,NA,NA,D,NA,NA,NA,NA
akf,Arbeitskreis Thüringer Familienorganisationen e.V.,NA,NA,D,NA,NA,NA,NA
arcelormittalbremen,ArcelorMittal Bremen,NA,NA,D,NA,NA,NA,NA
arcusstiftung,ARCUS Stiftung,NA,NA,D,NA,NA,NA,NA
ardgremienkonferenz,ARD-Gremienkonferenz,NA,NA,D,NA,NA,NA,NA
elkbstiftung,Argula-von-Grumbach-Stiftung (von der ELKB),NA,NA,D,NA,NA,NA,NA
arte,ARTE Deutschland,NA,NA,D,NA,NA,NA,NA
arthurboskampstiftung,Arthur-Boskamp-Stiftung,NA,NA,D,NA,NA,NA,NA
aerztekammernordrhein,Ärztekammer Nordrhein,NA,NA,D,NA,NA,NA,NA
aerztekammerwestfalen,Ärztekammer Westfalen-Lippe,NA,NA,D,NA,NA,NA,NA
aerztlicherbezirksverbandschwaben,Ärztlicher Bezirksverband Schwaben KdöR,NA,NA,D,NA,NA,NA,NA
aerztlicherkreisverbandaugsburg,Ärztlicher Kreisverband Augsburg KdöR,NA,NA,D,NA,NA,NA,NA
augustschmidtstiftung,August-Schmidt-Stiftung,NA,NA,D,NA,NA,NA,NA
auslandsgesellschaftde,Auslandsgesellschaft.de,NA,NA,D,NA,NA,NA,NA
ausschusswissenschaft,"Ausschuss für Wissenschaft, Medien, Datenschutz, Informationsfreiheit und Digitalisierung",NA,NA,D,NA,NA,NA,NA
awo,AWO Arbeiterwohlfahrt e.V.,NA,NA,D,NA,NA,NA,NA
awopotsdam,AWO Bezirktsverband Potsdam e. V.,NA,NA,D,NA,NA,NA,NA
awoflensburg,AWO Stadtverband Flensburg,NA,NA,D,NA,NA,NA,NA
awrgesellschaft,AWR Forschungsgesellschaft für das Weltflüchtlingsproblem,NA,NA,D,NA,NA,NA,NA
axaversicherung,AXA Versicherung für den öffentlichen Dienst,NA,NA,D,NA,NA,NA,NA
bauernverbandmalchin,Bauernverband Malchin e.V.,NA,NA,D,NA,NA,NA,NA
bauernverbandmeckpom,Bauernverband Mecklenburg-Vorpommern  e.V.,NA,NA,D,NA,NA,NA,NA
bavariafilm,Bavaria Film ,NA,NA,D,NA,NA,NA,NA
bavariaonefilm,Bavariaone Film- und Fernsehproduktion GmbH,NA,NA,D,NA,NA,NA,NA
bavarikon,Bavarikon - Kultur- und Wissensschätze Bayerns,NA,NA,D,NA,NA,NA,NA
bayerischeaerzteversorgung,Bayerische Ärzteversorgung KdöR,NA,NA,D,NA,NA,NA,NA
handwerkskammerbayern,Bayerische Handwerkskammer,NA,NA,D,NA,NA,NA,NA
hoerbuechereibayern,"Bayerische Hörbücherei für Blinde, Seh- und Lesebeeinträchtigte e.V.",NA,NA,D,NA,NA,NA,NA
krankenhausgesellschaftbayern,Bayerische Krankenhausgesellschaft,NA,NA,D,NA,NA,NA,NA
landesstiftungbayern,Bayerische Landesstiftung,NA,NA,D,NA,NA,NA,NA
bayerischestaatsoper,Bayerische Staatsoper,NA,NA,D,NA,NA,NA,NA
bayerischerbauernverband,Bayerischer Bauernverband,NA,NA,D,NA,NA,NA,NA
dbbbayern,Bayerischer Beamtenbund e.V.,NA,NA,D,NA,NA,NA,NA
fluechtlingsratbayern,Bayerischer Flüchtlingsrat,NA,NA,D,NA,NA,NA,NA
gemeindetagbayern,Bayerischer Gemeindetag,NA,NA,D,NA,NA,NA,NA
heimattagbayern,Bayerischer Heimattag,NA,NA,D,NA,NA,NA,NA
dehogabayern,Bayerischer Hotel- und Gaststättenverband DEHOGA Bayern e.V.,NA,NA,D,NA,NA,NA,NA
journalistenbayern,Bayerischer Journalisten-Verband (BJV),NA,NA,D,NA,NA,NA,NA
jugendringbayern,Bayerischer Jugendring K.d.ö.R.,NA,NA,D,NA,NA,NA,NA
landessportverbandbayern,Bayerischer Landes-Sportverband e.V.,NA,NA,D,NA,NA,NA,NA
heimatpflegebayern,Bayerischer Landesverein für Heimatpflege e.V.,NA,NA,D,NA,NA,NA,NA
landtagbayern,Bayerischer Landtag,NA,NA,D,NA,NA,NA,NA
bayerischerlehrerverband,Bayerischer Lehrerinnen- und Lehrerverband BLLV e.V.,NA,NA,D,NA,NA,NA,NA
musikratbayern,Bayerischer Musikrat,NA,NA,D,NA,NA,NA,NA
normenkontrollratbayern,Bayerischer Normenkontrollrat,NA,NA,D,NA,NA,NA,NA
saengerbundbayern,Bayerischer Sängerbund,NA,NA,D,NA,NA,NA,NA
staedtetagbayern,Bayerischer Städtetag,NA,NA,D,NA,NA,NA,NA
vhsverbandbayern,Bayerischer Volkshochschulverband,NA,NA,D,NA,NA,NA,NA
heilbaederbayern,Bayerischerr Heilbäderverband,NA,NA,D,NA,NA,NA,NA
schauspielbayern,Bayerisches Residenztheater,NA,NA,D,NA,NA,NA,NA
roteskreuzbayern,Bayerisches Rotes Kreuz,NA,NA,D,NA,NA,NA,NA
tourismusbayerngmbh,Bayern Tourismus Marketing GmbH,NA,NA,D,NA,NA,NA,NA
bayernwerk,Bayernwerk AG,NA,NA,D,NA,NA,NA,NA
tbbthueringen,Beamtenbund und Tarifunion Thüringen,NA,NA,D,NA,NA,NA,NA
befigo,BeFiGO GmbH,NA,NA,D,NA,NA,NA,NA
christenundjudenniedersachsen,Begegnung - Christen und Juden Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
bsberlin,Behinderten- und Rehabilitationssportverband Berlin e.V.,NA,NA,D,NA,NA,NA,NA
kulturbehoerdehamburg,Behörde für Kultur und Medien (BKM) Hamburg,NA,NA,D,NA,NA,NA,NA
uniwuppertal,Bergische Universität Wuppertal,NA,NA,D,NA,NA,NA,NA
wohlfahrtspflegehessen,Wohlfahrtspflege Hessen,NA,NA,D,NA,NA,NA,NA
berlinale,Berlinale,NA,NA,D,NA,NA,NA,NA
bavberlin,Berliner Anwaltsverein (BAV) e.V.,NA,NA,D,NA,NA,NA,NA
bln,Berliner Landesarbeitsgemeinschaft Naturschutz (BLN) e.V.,NA,NA,D,NA,NA,NA,NA
stadtreinigungberlin,Berliner Stadtreinigungsbetriebe,NA,NA,D,NA,NA,NA,NA
bbwleipzig,Berufsbildungswerk Leipzig,NA,NA,D,NA,NA,NA,NA
bbwstendal,Berufsbildungswerk Stendal,NA,NA,D,NA,NA,NA,NA
verdibildungswerk,Bildungswerk ver.di in Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
vhshustedt,Bildungszentrum Heimvolkshochschule Hustedt e.V.,NA,NA,D,NA,NA,NA,NA
bissendorfconsulting,Bissendorf Consulting GmbH,NA,NA,D,NA,NA,NA,NA
bistumosnabrueck,Bistum Osnabrück,NA,NA,D,NA,NA,NA,NA
bitkom,BITKOM,NA,NA,D,NA,NA,NA,NA
blindenvereinbremen,Blinden- und Sehbehindertenverein Bremen e.V.,NA,NA,D,NA,NA,NA,NA
blindenverbandthueringen,Blinden- und Sehbihindertenverband Thüringen e.V. ,NA,NA,D,NA,NA,NA,NA
bonifatius,Bonifatius GmbH Paderborn,NA,NA,D,NA,NA,NA,NA
landfrauenbrandenburg,Brandenburger Landfrauenverband e. V. ,NA,NA,D,NA,NA,NA,NA
bremerbuendnistschechien,Bremer Bündnis für deutsch-tschechische Zusammenarbeit e.V.,NA,NA,D,NA,NA,NA,NA
bremerjugendring,Bremer Jugendring,NA,NA,D,NA,NA,NA,NA
bremerrat,Bremer Rat für Teilhabe und Diversität,NA,NA,D,NA,NA,NA,NA
vhsbremen,Bremer Volkshochschule,NA,NA,D,NA,NA,NA,NA
evkirchebremen,Bremische Evangelische Kirche,NA,NA,D,NA,NA,NA,NA
brmedia,BRmedia (Tochterfirma BR),NA,NA,D,NA,NA,NA,NA
brueckederkulturenhildesheim,Brücke der Kulturen Hildesheim e.V.,NA,NA,D,NA,NA,NA,NA
buecherfrauen,BücherFrauen,NA,NA,D,NA,NA,NA,NA
bundesagenturfuerbayern,Budnesagentur für Arbeit Bayern,NA,NA,D,NA,NA,NA,NA
bundbremen,BUND Bremen,NA,NA,D,NA,NA,NA,NA
vertriebenebayern,Bund der Vertriebenen Bayern e.V.,NA,NA,D,NA,NA,NA,NA
bundniedersachsen,BUND Landesverband Niedersachsen,NA,NA,D,NA,NA,NA,NA
bundnaturschutz,BUND Naturschutz in Bayern,NA,NA,D,NA,NA,NA,NA
bundnrw,BUND NRW,NA,NA,D,NA,NA,NA,NA
bundthueringen,BUND Thüringen,NA,NA,D,NA,NA,NA,NA
bundesagenturfuerarbeit,Bundesagentur für Arbeit,NA,NA,D,NA,NA,NA,NA
bundesagenturfuerarbeitsachsen,Bundesagentur für Arbeit Sachsen,NA,NA,D,NA,NA,NA,NA
akademiekulturelleswolfenbuettel,Bundesakademie für Kulturelle Bildung Wolfenbüttel,NA,NA,D,NA,NA,NA,NA
bagso,Bundesarbeitsgemeinschaft der Seniorenorganisationen,NA,NA,D,NA,NA,NA,NA
basj,Bundesarbeitsgemeinschaft Schwule Jurist*innen,NA,NA,D,NA,NA,NA,NA
bundesbanknrw,Bundesbank NRW,NA,NA,D,NA,NA,NA,NA
nedderdueuetsch,Bundesraat för Nedderdüütsch,NA,NA,D,NA,NA,NA,NA
bundesstiftunggleichstellung,Bundesstiftung Gleichstellung,NA,NA,D,NA,NA,NA,NA
bundesstiftungmagnushirschfeld,Bundesstiftung Magnus Hirschfeld,NA,NA,D,NA,NA,NA,NA
verbandbildenderkuenstler,Bundesverband Bildender Künstlerinnen und Künstler,NA,NA,D,NA,NA,NA,NA
stmarienkirche,Bürgerkirche St. Marien Frankfurt,NA,NA,D,NA,NA,NA,NA
buergerstiftungfreising,Bürgerstiftung Freising,NA,NA,D,NA,NA,NA,NA
gedenkstaettenstiftungschleswig,Bürgerstiftung Schleswig-Holsteinische Gedenkstätten,NA,NA,D,NA,NA,NA,NA
buergschaftsbankhamburg,Bürgschaftsbank Hamburg GmbH,NA,NA,D,NA,NA,NA,NA
buergerschaftsbanknrw,Bürgschaftsbank NRW,NA,NA,D,NA,NA,NA,NA
buergschaftsbankthueringen,Bürgschaftsbank Thüringen,NA,NA,D,NA,NA,NA,NA
burschenschaftdanubia,Burschenschaft Danubia München,NA,NA,D,NA,NA,NA,NA
bpwgermanyclub,Business and Professional Women – Germany Club Köln,NA,NA,D,NA,NA,NA,NA
caritas,Caritas,NA,NA,D,NA,NA,NA,NA
caritaserzbistumhamburg,Caritas im Erzbistum Hamburg,NA,NA,D,NA,NA,NA,NA
caritasschulengmbh,Caritas Schulen gGmbH,NA,NA,D,NA,NA,NA,NA
caritasratdeggendorf,Caritasrats in Deggendorf,NA,NA,D,NA,NA,NA,NA
caritasbistumerfurt,Caritasverband für das Bistum Erfurt,NA,NA,D,NA,NA,NA,NA
cduniedersachsen,CDU Niedersachsen,NA,NA,D,NA,NA,NA,NA
cduschleswig,CDU Schleswig-Holstein,NA,NA,D,NA,NA,NA,NA
chesssports,ChessSports Association,NA,NA,D,NA,NA,NA,NA
christkrankenhauseisenach,Christliches Krankenhaus Eisenach gGmbH,NA,NA,D,NA,NA,NA,NA
christophoruswerk,Christophorus Werk gGmbH,NA,NA,D,NA,NA,NA,NA
clusteritmitteldeutschland,Cluster IT Mitteldeutschland,NA,NA,D,NA,NA,NA,NA
colognedigital,Cologne Digital ,NA,NA,D,NA,NA,NA,NA
colognealliance,Cologne-Alliance,NA,NA,D,NA,NA,NA,NA
demokratischebildungsarbeit,Courage-Werkstatt für demokratische Bildungsarbeit ,NA,NA,D,NA,NA,NA,NA
sorbischbrandenburg,Dachverbände der sorbischen/wendischen Verbände und Vereine im Land Brandenburg,NA,NA,D,NA,NA,NA,NA
dakgesundheit,DAK Gesundheit - Krankenversicherung,NA,NA,D,NA,NA,NA,NA
dbbakademie,dbb Akademie,NA,NA,D,NA,NA,NA,NA
dbbmeckpom,dbb Beamtenbund und Tarifunion Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
dbbnrw,DBB NRW Beamtenbund und Tarifunion NRW,NA,NA,D,NA,NA,NA,NA
debritfranzgesellschaft,Deutsch-Britische und Deutsch-Französischen Gesellschaft Bocholt,NA,NA,D,NA,NA,NA,NA
deutschfranzkreis,Deutsch-französischer Kreis,NA,NA,D,NA,NA,NA,NA
deutscheboerseag,Deutsche Börse AG,NA,NA,D,NA,NA,NA,NA
gesellschaftosteuropakunde,Deutsche Gesellschaft für Osteuropakunde e. V.,NA,NA,D,NA,NA,NA,NA
handwerkszeitungdhz,Deutsche Handwerkszeitung DHZ,NA,NA,D,NA,NA,NA,NA
dju,Deutsche Journalistinnen- und Journalisten-Union,NA,NA,D,NA,NA,NA,NA
deutschereiterlichevereinigung,Deutsche Reiterliche Vereinigung,NA,NA,D,NA,NA,NA,NA
rentenversicherungbraunschweig,Deutsche Rentenversicherung Braunschweig-Hannover,NA,NA,D,NA,NA,NA,NA
dtsteuergewerkschaftsa,Deutsche Steuergewerkschaft Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
telekom,Deutsche Telekom,NA,NA,D,NA,NA,NA,NA
dtverkehrswacht,Deutsche Verkehrswacht e.V.,NA,NA,D,NA,NA,NA,NA
deutschewildtierrettung,Deutsche Wildtierrettung,NA,NA,D,NA,NA,NA,NA
dtfundraisingverband,Deutschen Fundraising Verband,NA,NA,D,NA,NA,NA,NA
dgvm,Deutschen Gesellschaft für Verbandsmanagement (DGVM),NA,NA,D,NA,NA,NA,NA
deutscherbauernverband,Deutscher Bauernverband,NA,NA,D,NA,NA,NA,NA
dbb,Deutscher Beamtenbund,NA,NA,D,NA,NA,NA,NA
dbbsachsenanhalt,Deutscher Beamtenbund Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
dtchorverband,Deutscher Chorverband e.V.,NA,NA,D,NA,NA,NA,NA
def,Deutscher Evangelischer Frauenbund (DEF),NA,NA,D,NA,NA,NA,NA
dtevkirchentag,Deutscher Evangelischer Kirchentag,NA,NA,D,NA,NA,NA,NA
evverbandaltenarbeit,Deutscher Evangelischer Verband für Altenarbeit und Pflege e.V.,NA,NA,D,NA,NA,NA,NA
dtfamilienverband,Deutscher Familienverband – LV Berlin,NA,NA,D,NA,NA,NA,NA
dgb,Deutscher Gewerkschaftsbund,NA,NA,D,NA,NA,NA,NA
dgbbayern,Deutscher Gewerkschaftsbund Bayern,NA,NA,D,NA,NA,NA,NA
dgbbb,Deutscher Gewerkschaftsbund Berlin-Brandenburg,NA,NA,D,NA,NA,NA,NA
dgbbw,Deutscher Gewerkschaftsbund Landesbezirk Baden-Württemberg,NA,NA,D,NA,NA,NA,NA
dgbnrw,Deutscher Gewerkschaftsbund NRW,NA,NA,D,NA,NA,NA,NA
dgbsachsen,Deutscher Gewerkschaftsbund Sachsen,NA,NA,D,NA,NA,NA,NA
dgbthueringen,Deutscher Gewerkschaftsbund Thüringen,NA,NA,D,NA,NA,NA,NA
djv,Deutscher Journalisten-Verband,NA,NA,D,NA,NA,NA,NA
djvsachsen,Deutscher Journalisten-Verband Sachsen,NA,NA,D,NA,NA,NA,NA
deutscherkinderschutzbund,Deutscher Kinderschutzbund,NA,NA,D,NA,NA,NA,NA
kinderschutzbund,Deutscher Kinderschutzbund e.V.,NA,NA,D,NA,NA,NA,NA
mieterbundschleswig,Deutscher Mieterbund Landesverband Schleswig-Holstein,NA,NA,D,NA,NA,NA,NA
deutschermieterbundnrw,Deutscher Mieterbund NRW,NA,NA,D,NA,NA,NA,NA
deutscherolympischersportbund,Deutscher Olympischer Sportbund e.V. ,NA,NA,D,NA,NA,NA,NA
paritwohlfahrtsverbandnrw,Deutscher Paritätischer Wohlfahrtsverband Landesverband NRW,NA,NA,D,NA,NA,NA,NA
deutscherschulpreis,Deutscher Schulpreis,NA,NA,D,NA,NA,NA,NA
dstgb,Deutscher Städte- und Gemeindebund,NA,NA,D,NA,NA,NA,NA
vhsverbanddeutschland,Deutscher Volkshochschul-Verband,NA,NA,D,NA,NA,NA,NA
volkshochschulverband,Deutscher Volkshochschulverband,NA,NA,D,NA,NA,NA,NA
schifffahrtsmuseum,Deutsches Schifffahrtsmuseum,NA,NA,D,NA,NA,NA,NA
deutschessportmuseum,Deutsches Sport- und Olympia Museum,NA,NA,D,NA,NA,NA,NA
dgbniedersachsen,DGB Niedersachsen,NA,NA,D,NA,NA,NA,NA
dgbnord,DGB Nord,NA,NA,D,NA,NA,NA,NA
diakoniehamburg,Diakonie Hamburg,NA,NA,D,NA,NA,NA,NA
diakonischestiftungsalem,Diakonische Stiftung Salem,NA,NA,D,NA,NA,NA,NA
diakonischestiftungwittekindshof,Diakonische Stiftung Wittekindshof,NA,NA,D,NA,NA,NA,NA
diakonischeswerkbayern,Diakonisches Werk Bayern,NA,NA,D,NA,NA,NA,NA
dietergoerlitzstiftung,Dieter-Görlitz-Stiftung,NA,NA,D,NA,NA,NA,NA
dihk,DIHK,NA,NA,D,NA,NA,NA,NA
dlrgluckenwalde,DLRG Luckenwalde,NA,NA,D,NA,NA,NA,NA
fluchtvertreibungversoehnung,"Dokumentationszentrum Flucht, Vertreibung, Versöhnung Berlin",NA,NA,D,NA,NA,NA,NA
donbosco,Don Bosco Medien GmbH,NA,NA,D,NA,NA,NA,NA
donauhafendeggendorf,Donau-Hafen Deggendor,NA,NA,D,NA,NA,NA,NA
downsyndrominfo,DownSyndrom-Infocenter e. V.,NA,NA,D,NA,NA,NA,NA
dresdnermusikfestspiele,Dresdner Musikfestspiele,NA,NA,D,NA,NA,NA,NA
dresdnersportclub,Dresdner Sportclub 1898 e.V. ,NA,NA,D,NA,NA,NA,NA
drkwestfalenlippe,DRK Landesverband Westfalen-Lippe,NA,NA,D,NA,NA,NA,NA
drkkinderkliniksiegen,DRK-Kinderklinik Siegen,NA,NA,D,NA,NA,NA,NA
duisport,duisport Duisburger Hafen AG,NA,NA,D,NA,NA,NA,NA
easygastromagdeburg,Easy Gastro Magdeburg GmbH,NA,NA,D,NA,NA,NA,NA
eckertlaw,ECKEKRT Rechtsanwälte Steuerberater Partnergesellschaft mbB,NA,NA,D,NA,NA,NA,NA
eco,eco,NA,NA,D,NA,NA,NA,NA
ehrenamtsstiftungmeckpom,Ehrenamtsstiftung MV,NA,NA,D,NA,NA,NA,NA
vereinarbeitqualifizierung,Ehrenfelder Vereins für Arbeit und Qualifizierung,NA,NA,D,NA,NA,NA,NA
erzbistumberlin,Erzbistum Berlin,NA,NA,D,NA,NA,NA,NA
erzbistumhamburg,Erzbistum Hamburg,NA,NA,D,NA,NA,NA,NA
erzdioezoesemuenchen,Erzdiözöse München und Freising,NA,NA,D,NA,NA,NA,NA
eufundraising,EU Fundraising Association,NA,NA,D,NA,NA,NA,NA
europaunionbayern,Europa-Union Bayern e.V.,NA,NA,D,NA,NA,NA,NA
europaunionnrw,Europa-Union NRW,NA,NA,D,NA,NA,NA,NA
evkirchenord,Ev.-Luth. Kirche in Norddeutschland,NA,NA,D,NA,NA,NA,NA
evkircheflensburg,Ev.-Luth. Kirchenkreis Schleswig-Flensburg,NA,NA,D,NA,NA,NA,NA
evkirchehannover,Ev.-Luth. Landeskirche Hannover,NA,NA,D,NA,NA,NA,NA
evkirchebayern,Evangelisch-Lutherische Kirche in Bayern (ELKB),NA,NA,D,NA,NA,NA,NA
evangelischeakademiesa,Evangelische Akademie Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
evaktionsgemeinschaftfamilienfragen,Evangelische Aktionsgemeinschaft für Familienfragen e.V.,NA,NA,D,NA,NA,NA,NA
evangelischefrauenbayern,Evangelische Frauen Bayern (EFB),NA,NA,D,NA,NA,NA,NA
evangelischehochschulesoziales,Evangelische Hochschule für Soziales,NA,NA,D,NA,NA,NA,NA
evjugendsozialarbeitbayern,Evangelische Jugendsozialarbeit Bayern e.V.,NA,NA,D,NA,NA,NA,NA
evkirche,Evangelische Kirche,NA,NA,D,NA,NA,NA,NA
evkircheberlin,Evangelische Kirche Berlin,NA,NA,D,NA,NA,NA,NA
evkirchethueringen,Evangelische Kriche in Mitteldeutschland,NA,NA,D,NA,NA,NA,NA
evangelischeschulstiftungbayern,Evangelische Schulstiftung Bayern,NA,NA,D,NA,NA,NA,NA
evseelsorgebundeswehr,Evangelische Seelsorge in der Bundeswehr,NA,NA,D,NA,NA,NA,NA
evstiftunghospiz,Evangelische Stiftung Hospiz,NA,NA,D,NA,NA,NA,NA
ezvkdarmstadt,Evangelische Zusatzversorgungskasse Darmstadt,NA,NA,D,NA,NA,NA,NA
evangelischerarbeitskreisbayern,Evangelischer Arbeitskreis Bayern,NA,NA,D,NA,NA,NA,NA
evangelischerarbeitskreisunterfranken,Evangelischer Arbeitskreis Unterfranken ,NA,NA,D,NA,NA,NA,NA
evangelischerkrankenhausverbandsachsen,Evangelischer Krankenhausverband Sachsen,NA,NA,D,NA,NA,NA,NA
evangelischermedienverbandsachsen,Evangelischer Medienverband Sachsen,NA,NA,D,NA,NA,NA,NA
epvm,Evangelischer Presseverband in Mitteldeutschland,NA,NA,D,NA,NA,NA,NA
ewetel,EWE TEL GmbH,NA,NA,D,NA,NA,NA,NA
expertgroupeuropjournalisten,Expert Group Online/Digitales der Europäischen Journalisten-Föderation,NA,NA,D,NA,NA,NA,NA
familienunternehmernrw,Familienunternehmer e.V. Landesbereich NRW,NA,NA,D,NA,NA,NA,NA
fcgermania,FC Germania Zündorf,NA,NA,D,NA,NA,NA,NA
fdpniedersachsen,FDP Niedersachsen,NA,NA,D,NA,NA,NA,NA
fernsehverbandbw,Fernseh- und Filmproduzentenverband Baden-Württemberg,NA,NA,D,NA,NA,NA,NA
fernuniversitaethagen,FernUniversität in Hagen,NA,NA,D,NA,NA,NA,NA
fwheiligenhaus,Feuerwehr Heiligenhaus,NA,NA,D,NA,NA,NA,NA
filmjena,FILM e.V.,NA,NA,D,NA,NA,NA,NA
filmmediennrw,Film und Medienverband NRW,NA,NA,D,NA,NA,NA,NA
filmmedienstiftungnrw,Film- und Medienstiftung NRW,NA,NA,D,NA,NA,NA,NA
filmbuerobremen,Filmbüro Bremen,NA,NA,D,NA,NA,NA,NA
filmbueronw,Filmbüro NW,NA,NA,D,NA,NA,NA,NA
filmfernsehfondsbayern,FilmFernsehfonds Bayern GmbH (FFF),NA,NA,D,NA,NA,NA,NA
unibabelsberg,Filmuniversität Babelsberg Konrad Wolf,NA,NA,D,NA,NA,NA,NA
filmundfernsehbb,Filmverband Brandenburg e. V. und Berliner Film- und Fernsehverband e. V.,NA,NA,D,NA,NA,NA,NA
finanzsportgemeinschaftsa,Finanzsportgemeinschaft Sachsen-Anhalt e.V. ,NA,NA,D,NA,NA,NA,NA
finkundhartmann,Fink&Hartmann Gbr,NA,NA,D,NA,NA,NA,NA
flaks,FLAKS e.V. Zentrum für Frauen in Altona,NA,NA,D,NA,NA,NA,NA
fliegetalentmanufaktur,FLIEGE Talente GmbH,NA,NA,D,NA,NA,NA,NA
sisifreundeunterwittelsbach,Förderer und Freunde des Sisi-Schlosses Unterwittelsbach,NA,NA,D,NA,NA,NA,NA
foerderkreisdtschriftstellerniedersachsen,Förderkreis deutscher Schriftsteller in Niedersachsen und Bremen e.V.,NA,NA,D,NA,NA,NA,NA
filmverbandbb,Förderkreis Film Berlin-Brandenburg e.V.,NA,NA,D,NA,NA,NA,NA
foerdergedenkorttvier,Förderkreis Gedenkort T4 e. V.,NA,NA,D,NA,NA,NA,NA
foerderakademiekunstbayern,Förderverein der Akademie für Darstellende Kunst Bayern e.V.,NA,NA,D,NA,NA,NA,NA
foerderevschuleberlin,Förderverein der Evangelischen Schule Berlin Zentrum,NA,NA,D,NA,NA,NA,NA
hiberniaschule,Förderverein der Hiberniaschule,NA,NA,D,NA,NA,NA,NA
foerderpicassoschule,Förderverein der Picasso-Grundschule,NA,NA,D,NA,NA,NA,NA
foerderunggsgymnasium,Förderverein Goethe-Schiller-Gymnasium,NA,NA,D,NA,NA,NA,NA
foerderjuedischerfriedhofweissensee,Förderverein Jüdischer Friedhof Weißensee,NA,NA,D,NA,NA,NA,NA
telseelsorgebb,Förderverein TelefonSeelsorge Berlin-Brandenburg,NA,NA,D,NA,NA,NA,NA
foerderungwiesenschule,Förderverein Wiesenschule Jüterbog,NA,NA,D,NA,NA,NA,NA
forssbohmundsoehnebauunternehmen,Forßbohm und Söhne Bauunternehmen GmbH,NA,NA,D,NA,NA,NA,NA
frankenbund,"Frankenbund e.V. Geschichte, Kunst und Kultur",NA,NA,D,NA,NA,NA,NA
fauenratnrw,FrauenRat NRW,NA,NA,D,NA,NA,NA,NA
