id,name,sex,age,type,Arbeitgeber,job (Berufsbezeichnung),sector,party
schachniedersachsen,Niedersächsischer Schachverband,NA,NA,D,NA,NA,NA,NA
staedteundgemeindebundniedersachsen,Niedersächsischer Städte- und Gemeindebund (NSGB),NA,NA,D,NA,NA,NA,NA
nordakademie,Nordakademie Hochschule für Wirtschaft,NA,NA,D,NA,NA,NA,NA
nordmetall,Nordmetall,NA,NA,D,NA,NA,NA,NA
nordmetallverband,Nordmetall Verband der Metall- und Elektroindustrie e.V.,NA,NA,D,NA,NA,NA,NA
nrwstiftung,NRW-Stiftung,NA,NA,D,NA,NA,NA,NA
stiftungnaturschutznrw,NRW-Stiftung Naturschutz,NA,NA,D,NA,NA,NA,NA
nuernbergerversicherung,Nürnberger Versicherung,NA,NA,D,NA,NA,NA,NA
obdachlosenhilfebayern,Obdachlosenhilfe Bayern,NA,NA,D,NA,NA,NA,NA
oberfrankenoffensiv,Oberfranken Offensiv e.V. ,NA,NA,D,NA,NA,NA,NA
oberhavelkliniken,Oberhavel-Kliniken,NA,NA,D,NA,NA,NA,NA
oberlinhaus,Oberlinhaus Potsdam,NA,NA,D,NA,NA,NA,NA
klinikenpsychiatrie,Ökumenische Kliniken für Psychiatrie gGmbH,NA,NA,D,NA,NA,NA,NA
operleipzig,Oper Leipzig e.V.,NA,NA,D,NA,NA,NA,NA
ostsaechsischensparkassedresden,Ostsächsische Sparkasse Dresden,NA,NA,D,NA,NA,NA,NA
universitaetbamberg,Otto-Friedrich-Universität Bamberg,NA,NA,D,NA,NA,NA,NA
passageggmbh,PASSAGE gemeinnützige Gesellschaft für Arbeit und Integration mbH,NA,NA,D,NA,NA,NA,NA
paulklingerkuenstlersozialnetzwerk,Paul Klinger Künstlersozialnetzwerk,NA,NA,D,NA,NA,NA,NA
penberlin,PEN Berlin,NA,NA,D,NA,NA,NA,NA
burschenschaftsaxonia,Pennale Burschenschaft Saxonia-Czernowitz zu München,NA,NA,D,NA,NA,NA,NA
peterhammerverlag,Peter Hammer Verlag,NA,NA,D,NA,NA,NA,NA
pfarrgemeinschaftbarbing,Pfarrgemeinschaft Barbing,NA,NA,D,NA,NA,NA,NA
pwpberlin,Pilz Wesser & Partner Rechtsanwälte mbB,NA,NA,D,NA,NA,NA,NA
plattdueuetscherat,Plattdüütsche Rat för dat Land Bremen,NA,NA,D,NA,NA,NA,NA
buergerenergiegenossenschaftpreetz,Preetzer Bürgerenergiegenossenschaft (PreBEG),NA,NA,D,NA,NA,NA,NA
proberuf,Pro Beruf GmbH,NA,NA,D,NA,NA,NA,NA
profem,ProFem,NA,NA,D,NA,NA,NA,NA
elternerziehernrw,Progressiver Eltern- u. Erzieher*innen-Verband NRW,NA,NA,D,NA,NA,NA,NA
queenelisbabethmusiccompetition,Queen Elisabeth International Music Competition (Belgien),NA,NA,D,NA,NA,NA,NA
quueresnetzwerknrw,Queeres Netzwerk NRW,NA,NA,D,NA,NA,NA,NA
quintfilms,Quint Film- und Fernsehproduktion GmbH,NA,NA,D,NA,NA,NA,NA
ragimmobilien,RAG Montan Immobilien,NA,NA,D,NA,NA,NA,NA
ratderstadtkoeln,Rat der Stadt Köln,NA,NA,D,NA,NA,NA,NA
ratundtat,Rat und Tat Zentrum für queeres Leben,NA,NA,D,NA,NA,NA,NA
partgmbh,Rechtsanwälte PART GmbH,NA,NA,D,NA,NA,NA,NA
regierungoberpfalz,Regierung von Oberpfalz,NA,NA,D,NA,NA,NA,NA
regionhannover,Region Hannover,NA,NA,D,NA,NA,NA,NA
reichsbundstiftung,Reichsbund Stiftung,NA,NA,D,NA,NA,NA,NA
rheinischeredaktionsgemeinschaft,Rheinische Redaktionsgemeinschaft,NA,NA,D,NA,NA,NA,NA
denkmalpflegelandschaftsschutz,Rheinischer Verein für Denkmalpflege und Landschaftsschutz,NA,NA,D,NA,NA,NA,NA
rhenusfreightlogistics,Rhenus Freight Logistics,NA,NA,D,NA,NA,NA,NA
robinwood,ROBIN WOOD e.V.,NA,NA,D,NA,NA,NA,NA
rosnerseidlstiftung,Rosner & Seidl Stiftung,NA,NA,D,NA,NA,NA,NA
hausundgrundvereinrostock,Rostocker Haus- und Grundeigentümerverein e.V.,NA,NA,D,NA,NA,NA,NA
rcneuruppin,Rotary Club Neuruppin e.V,NA,NA,D,NA,NA,NA,NA
ruhrpressekonferenz,Ruhrpressekonferenz,NA,NA,D,NA,NA,NA,NA
aufbaubanksachsen,Sächsische Aufbaubank,NA,NA,D,NA,NA,NA,NA
sht,Sächsischer Handwerkstag e.V. ,NA,NA,D,NA,NA,NA,NA
saechsischerheimatschutz,Sächsischer Heimatschutz e.V. ,NA,NA,D,NA,NA,NA,NA
kultursenatsachsen,Sächsischer Kultursenat,NA,NA,D,NA,NA,NA,NA
samtgemeindeharsefeld,Samtgemeinde Harsefeld,NA,NA,D,NA,NA,NA,NA
scdhfkleipzig,SC DHfK Leipzig e.V. ,NA,NA,D,NA,NA,NA,NA
schlichtungsstellenahverkehr,Schlichtungsstelle Nahverkehr,NA,NA,D,NA,NA,NA,NA
schulausschussgifhorn,Schulausschuss Gifhorn,NA,NA,D,NA,NA,NA,NA
dorfundlandentwicklungthierhaupten,Schule der Dorf- und Landentwicklung Thierhaupten,NA,NA,D,NA,NA,NA,NA
schuetzenverein,Schützenverein,NA,NA,D,NA,NA,NA,NA
schutzgemeinschaftwald,Schutzgemeinschaft Deutscher Wald Duisburg,NA,NA,D,NA,NA,NA,NA
sclsportclub,SCL Sportclub Lebenshilfe Berlin e.V.,NA,NA,D,NA,NA,NA,NA
integrationssenat,Senat für Integration und Migration,NA,NA,D,NA,NA,NA,NA
seninsport,Senatsverwaltung für Inneres und Sport - Berlin,NA,NA,D,NA,NA,NA,NA
senkultgz,Senatsverwaltung für Kultur und Gesellschaftlichen Zusammenhalt,NA,NA,D,NA,NA,NA,NA
kulturschmiedesendlingen,Sendlinger Kulturschmiede e.V.,NA,NA,D,NA,NA,NA,NA
seniorenbeiratrheda,Seniorenbeirat der Stadt Rheda-Wiedenbrück,NA,NA,D,NA,NA,NA,NA
signalidunakv,Signal Iduna Krankenversicherung e.G. ,NA,NA,D,NA,NA,NA,NA
signaliduna,Signal Iduna Versicherung,NA,NA,D,NA,NA,NA,NA
smartlivinigandhealthcenter,Smart Living & Health Center e. V.,NA,NA,D,NA,NA,NA,NA
soroptimistpassau,Soroptimist Club Passau,NA,NA,D,NA,NA,NA,NA
sovdniedersachsen,SoVD-Landesverband Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
sozialfondkoelnerjournalisten,Sozialfond Kölner Journalisten,NA,NA,D,NA,NA,NA,NA
sozialstiftungnrw,Sozialstiftung NRW,NA,NA,D,NA,NA,NA,NA
sozialverbanddeutschland,Sozialverband Deutschland,NA,NA,D,NA,NA,NA,NA
vdksozialverband,Sozialverband VdK Deutschland,NA,NA,D,NA,NA,NA,NA
sozialverbandvdknrw,Sozialverband VdK NRW,NA,NA,D,NA,NA,NA,NA
sparkassealtmarkwest,Sparkasse Altmark West,NA,NA,D,NA,NA,NA,NA
sparkassebayern,Sparkasse Bayern,NA,NA,D,NA,NA,NA,NA
sparkasselandshut,Sparkasse Landshut,NA,NA,D,NA,NA,NA,NA
sparkasseleipzig,Sparkasse Leipzig,NA,NA,D,NA,NA,NA,NA
sparkassememmingen,Sparkasse Memmingen-Lindau-Mindelheim,NA,NA,D,NA,NA,NA,NA
spdhamburg,SPD Hamburg,NA,NA,D,NA,NA,NA,NA
spdmeckpom,SPD Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
spdniedersachsen,SPD Niedersachsen,NA,NA,D,NA,NA,NA,NA
spitzenverbaendebb,Spitzenverbände Berlin und Brandenburg,NA,NA,D,NA,NA,NA,NA
sportparkrabenberg,Sportpark Rabenberg e.V. ,NA,NA,D,NA,NA,NA,NA
sportstiftungnrw,Sportstiftung NRW,NA,NA,D,NA,NA,NA,NA
staatsregierungbayern,Staatsregierung Bayern,NA,NA,D,NA,NA,NA,NA
stadterlangen,Stadt Erlangen,NA,NA,D,NA,NA,NA,NA
stadtflensburg,Stadt Flensburg,NA,NA,D,NA,NA,NA,NA
stadtfreyung,Stadt Freyung Veranstaltungs gGmbH,NA,NA,D,NA,NA,NA,NA
stadtgrossenkneten,Stadt Großenkneten,NA,NA,D,NA,NA,NA,NA
stadtjena,Stadt Jena,NA,NA,D,NA,NA,NA,NA
stadtkiel,Stadt Kiel,NA,NA,D,NA,NA,NA,NA
stadtlandshut,Stadt Landshut,NA,NA,D,NA,NA,NA,NA
stadtneumarkt,Stadt Neumarkt i.d. OPf.,NA,NA,D,NA,NA,NA,NA
stadtnuernberg,Stadt Nürnberg,NA,NA,D,NA,NA,NA,NA
stadtpreetz,Stadt Preetz,NA,NA,D,NA,NA,NA,NA
stadtwuerzburg,Stadt Würzburg,NA,NA,D,NA,NA,NA,NA
stadtbaudeggendorf,Stadtbau Deggendorf GmbH,NA,NA,D,NA,NA,NA,NA
stadtbauundwohnungsglauchau,Stadtbau- und Wohnungsgesellschaft mbH Glauchau,NA,NA,D,NA,NA,NA,NA
stadtbaukulturnrw,StadtBauKultur des Landes NRW,NA,NA,D,NA,NA,NA,NA
staedteundgemeindebundnrw,Städte- und Gemeindebund NRW,NA,NA,D,NA,NA,NA,NA
stadtentsorgungrostock,Stadtentsorgung Rostock GmbH,NA,NA,D,NA,NA,NA,NA
staedtetagnrw,Städtetag NRW,NA,NA,D,NA,NA,NA,NA
bremerhavenstadt,Stadtgemeinde Bremerhaven,NA,NA,D,NA,NA,NA,NA
stadthallendeggendorf,Stadthallen Deggendorf GmbH,NA,NA,D,NA,NA,NA,NA
stadtparkendeggendorf,Stadtparken Deggendorf GmbH,NA,NA,D,NA,NA,NA,NA
stadtrat,Stadtrat,NA,NA,D,NA,NA,NA,NA
stadtratglauchau,Stadtrat Glauchau,NA,NA,D,NA,NA,NA,NA
stadtratleipzig,Stadtrat Leipzig,NA,NA,D,NA,NA,NA,NA
stadtratnordhausen,Stadtrat Nordhausen,NA,NA,D,NA,NA,NA,NA
stadtratochsenfurt,Stadtrat Ochsenfurt,NA,NA,D,NA,NA,NA,NA
sportbundbraunschweig,Stadtsportbund Braunschweig e.V.,NA,NA,D,NA,NA,NA,NA
stadtjuetebog,Stadtverordnetenversammlung Jüterbog,NA,NA,D,NA,NA,NA,NA
stadtrathenow,Stadtverordnetenversammlung Rathenow,NA,NA,D,NA,NA,NA,NA
stadtverwaltungnaumburg,Stadtverwaltung Naumburg,NA,NA,D,NA,NA,NA,NA
stadtwerkedeggendorf,Stadtwerke Deggendorf GmbH,NA,NA,D,NA,NA,NA,NA
stadtwerkeglauchau,Stadtwerke Glauchau GmbH,NA,NA,D,NA,NA,NA,NA
stanglmeierstiftung,Stanglmeier Stiftung,NA,NA,D,NA,NA,NA,NA
steuerberaterverbandhamburg,Steuerberaterverband Hamburg e. V.,NA,NA,D,NA,NA,NA,NA
steuerberatervereinnrw,Steuerberaterverein NRW,NA,NA,D,NA,NA,NA,NA
kinderhospizmuenchen,Stiftung Ambulantes Kinderhospiz München,NA,NA,D,NA,NA,NA,NA
stiftungamerikahausbayern,Stiftung Bayerisches Amerikahaus GmbH,NA,NA,D,NA,NA,NA,NA
stiftungbildungsaspektbayern,Stiftung Bildungsaspekt Bayern,NA,NA,D,NA,NA,NA,NA
stiftungbornplatzsynagoge,Stiftung Bornplatzsynagoge,NA,NA,D,NA,NA,NA,NA
stiftungmbs,Stiftung der Mittelbrandenburgischen Sparkasse (MBS) ,NA,NA,D,NA,NA,NA,NA
stiftungentwicklung,Stiftung Entwicklung und Frieden,NA,NA,D,NA,NA,NA,NA
stiftunginternationalerstudentenaustausch,Stiftung für internationalen Studentenaustausch,NA,NA,D,NA,NA,NA,NA
stiftungfussballkultur,Stiftung Fußball und Kultur,NA,NA,D,NA,NA,NA,NA
garnisonkirchepotsdam,Stiftung Garnisonkirche Potsdam,NA,NA,D,NA,NA,NA,NA
stiftunggroenauerheide,Stiftung Grönauer Heide,NA,NA,D,NA,NA,NA,NA
stiftungjugend,Stiftung Jugend,NA,NA,D,NA,NA,NA,NA
stiftungkonzerthaus,Stiftung Konzerthaus München,NA,NA,D,NA,NA,NA,NA
stiftungnaturschutzschleswig,Stiftung Naturschutz Schleswig-Holstein,NA,NA,D,NA,NA,NA,NA
stiftungneueskonzerthaus,Stiftung Neues Konzerthaus,NA,NA,D,NA,NA,NA,NA
stiftunggedenkstaettenniedersachsen,Stiftung niedersächsische Gedenkstätten,NA,NA,D,NA,NA,NA,NA
stiftungopferhilfeniedersachsen,Stiftung Opferhilfe Niedersachsen,NA,NA,D,NA,NA,NA,NA
stiftungsporthilfesachsen,Stiftung Sporthilfe Sachsen,NA,NA,D,NA,NA,NA,NA
stiftungwertebuendnisbayern,Stiftung Wertebündnis Bayern,NA,NA,D,NA,NA,NA,NA
stiftungwestfaelischekultur,Stiftung Westfälische Kulturlandschaft,NA,NA,D,NA,NA,NA,NA
stiftunglandschaftwestfalen,Stiftung Westfälische Landschaft,NA,NA,D,NA,NA,NA,NA
stiftungzukunftberlin,Stiftung Zukunft für Berlin,NA,NA,D,NA,NA,NA,NA
foerderstiftungessayistik,Stiftung zur Förderung der Essayistik,NA,NA,D,NA,NA,NA,NA
stromnetzberlin,Stromnetz Berlin,NA,NA,D,NA,NA,NA,NA
sudetenlandsmannschaft,Sudetendeutsche Landsmannschaft,NA,NA,D,NA,NA,NA,NA
taz,taz,NA,NA,D,NA,NA,NA,NA
thaugsburg,Technische Hochschule Augsburg,NA,NA,D,NA,NA,NA,NA
telefonicagermany,Telefónica Germany GmbH & Co. OHG,NA,NA,D,NA,NA,NA,NA
telseelsorgemeckpom,TelefonSeelsorge Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
theaterbonn,Theater der Stadt Bonn,NA,NA,D,NA,NA,NA,NA
theaterschondorf,Theater Schondorf e.V.,NA,NA,D,NA,NA,NA,NA
thueringerchorverband,Thüringer Chorverband e.V.,NA,NA,D,NA,NA,NA,NA
thueringerehrenamtsstiftung,Thüringer Ehrenamtsstiftung,NA,NA,D,NA,NA,NA,NA
tlbg,Thüringer Landesamt für Bodenmanagement und Geoinformation,NA,NA,D,NA,NA,NA,NA
sbsthueringen,Thüringer Stiftung Hilfe für blinde und sehbehinderte Menschen,NA,NA,D,NA,NA,NA,NA
ttg,Thüringer Tourismus Gesellschaft,NA,NA,D,NA,NA,NA,NA
tourismusallgaeu,Tourismusverband Allgäu/Bayerisch-Schwaben,NA,NA,D,NA,NA,NA,NA
landesmusikakademienrw,Trägerverein Landesmusikakademie NRW,NA,NA,D,NA,NA,NA,NA
juedischegrundschule,Trägervereins der jüdischen Lauder Morijah Grundschule Köln,NA,NA,D,NA,NA,NA,NA
traegerwerksozialedienste,Trägerwerk Soziale Dienste AG,NA,NA,D,NA,NA,NA,NA
trinkwasserstaderland,Trinkwasserverband Stader Land,NA,NA,D,NA,NA,NA,NA
trustedshops,Trusted Shops,NA,NA,D,NA,NA,NA,NA
tsvstmagnus,TSV St. Magnus e.V.,NA,NA,D,NA,NA,NA,NA
ueberlandwerkeglauchau,Überlandwerke Glauchau GmbH,NA,NA,D,NA,NA,NA,NA
ulrichgesslerstiftung,Ulrich-Gessler-Stiftung Nürnberg,NA,NA,D,NA,NA,NA,NA
umweltministeriumniedersachsen,Umweltministerium Niedersachsen,NA,NA,D,NA,NA,NA,NA
unicefberlin,Unicef Berlin,NA,NA,D,NA,NA,NA,NA
unitymedianrw,Unitymedia NRW,NA,NA,D,NA,NA,NA,NA
unibremen,Universität Bremen,NA,NA,D,NA,NA,NA,NA
universitaetosnabrueck,Universität Osnabrück,NA,NA,D,NA,NA,NA,NA
universitaetsbundwuerzburg,Universitätsbund Würzburg,NA,NA,D,NA,NA,NA,NA
uvb,Unternehmensverbände Berlin-Brandenburg (UVB),NA,NA,D,NA,NA,NA,NA
handwerkniedersachsen,Unternehmensverbände Handwerk Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
unternehmensverbaendeniedersachsen,Unternehmerverbände Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
vberlinbrandenburg,VBB- Aufsichtsrat Verkehrsbund Berlin-Brandenburg ,NA,NA,D,NA,NA,NA,NA
verdiberlin,ver.di Berlin-Brandenburg,NA,NA,D,NA,NA,NA,NA
verdihamburg,ver.di Hamburg,NA,NA,D,NA,NA,NA,NA
verdinrw,ver.di Landesbezirk NRW,NA,NA,D,NA,NA,NA,NA
zeitungsverlegerbayern,Verband Bayerischer Zeitungsverleger (VBZV),NA,NA,D,NA,NA,NA,NA
berufstaetigemuetter,Verband berufstätiger Mütter,NA,NA,D,NA,NA,NA,NA
pfadfinderniedersachsen,Verband Christlicher Pfadfinder*innen Niedersachsen,NA,NA,D,NA,NA,NA,NA
feuerwehrennrw,Verband der Feuerwehren in NRW,NA,NA,D,NA,NA,NA,NA
filmverbandnrw,"Verband der Film-, Fernseh- und Videowirtschaft NRW",NA,NA,D,NA,NA,NA,NA
verbandwirtschaftslehrer,Verband der Lehrer an Wirtschaftsschulen,NA,NA,D,NA,NA,NA,NA
vwt,Verband der Wirtschaft Thüringens e.V. ,NA,NA,D,NA,NA,NA,NA
deutscheschriftsteller,Verband deutscher Schriftstellerinnen und Schriftsteller,NA,NA,D,NA,NA,NA,NA
verbandfreieberufenrw,Verband Freier Berufe im Lande NRW,NA,NA,D,NA,NA,NA,NA
verbandfreierberufebayern,Verband Freier Berufe in Bayern e.V.,NA,NA,D,NA,NA,NA,NA
verbandfreierberufehamburg,Verband freier Berufe in der Freien Hansestadt Hamburg e.V.,NA,NA,D,NA,NA,NA,NA
kinderreichefamilien,Verband kinderreicher Familien Deutschland,NA,NA,D,NA,NA,NA,NA
verbraucherzentralehamburg,Verbraucherzentrale Hamburg,NA,NA,D,NA,NA,NA,NA
verbrauchernrw,Verbraucherzentrale NRW,NA,NA,D,NA,NA,NA,NA
arbeitlebensachsen,Verein Arbeit und Leben Sachsen e.V. ,NA,NA,D,NA,NA,NA,NA
fischereiundgewaesserpflege,Verein für Fischerei und Gewässepflege,NA,NA,D,NA,NA,NA,NA
kulturerbebayern,Verein Kulturerbe Bayern e.V.,NA,NA,D,NA,NA,NA,NA
vereinstudentenhilfe,Verein Studentenhilfe e.V.,NA,NA,D,NA,NA,NA,NA
stiftunggeorgschulhoff,Verein zur Förderung der beruflichen Bildung Stiftung Georg-Schulhoff-Preis,NA,NA,D,NA,NA,NA,NA
staedtepartnerschaftkoelnbarcelona,Verein zur Förderung der Städtepartnerschaft Köln/Barcelona,NA,NA,D,NA,NA,NA,NA
vereinkrebskrankekinderbayern,Verein zur Förderung krebskranker und körperbehinderter Kinder Ostbayern e.V.,NA,NA,D,NA,NA,NA,NA
vdgg,Vereinigung der Deutsch-Griechischen Gesellschaften e.V. (VDGG),NA,NA,D,NA,NA,NA,NA
vossachsen,Vereinigung der Opfer des Stalinismus Sachsen,NA,NA,D,NA,NA,NA,NA
uvnord,Vereinigung der Unternehmensverbände in Hamburg und Schleswig-Holstein,NA,NA,D,NA,NA,NA,NA
unternehmensverbaendemeckpom,Vereinigung der Unternehmensverbände Mecklenburg-Vorpommern (VU),NA,NA,D,NA,NA,NA,NA
verdi,vereinte Dienstleistungsgewerkschaft,NA,NA,D,NA,NA,NA,NA
verkehrsclubdeutschland,Verkehrsclub Deutschland e.V.,NA,NA,D,NA,NA,NA,NA
vos,Verkehrsgemeinschaft Osnabrück,NA,NA,D,NA,NA,NA,NA
verlagsanstalthandwerk,Verlangsanstalt Handwerk,NA,NA,D,NA,NA,NA,NA
versicherungskammerbayern,Versicherungskammer Bayern,NA,NA,D,NA,NA,NA,NA
vakberlin,Verwaltungsakademie des Landes Berlin,NA,NA,D,NA,NA,NA,NA
vgwort,Verwertungsgesellschaft WORT,NA,NA,D,NA,NA,NA,NA
virtuellehochschulebayern,Virtuelle Hochschule Bayern,NA,NA,D,NA,NA,NA,NA
vhskassel,Volkhochschule Region Kassel,NA,NA,D,NA,NA,NA,NA
volkshaus,Volkshaus Karl Hölkeskamp & Co,NA,NA,D,NA,NA,NA,NA
vhsdeggendorferland,Volkshochschule Deggendorfer Land e. V.,NA,NA,D,NA,NA,NA,NA
vhsebersberger,Volkshochschule Ebersberger,NA,NA,D,NA,NA,NA,NA
vhsnrw,Volkshochschulen NRW,NA,NA,D,NA,NA,NA,NA
vvnbdarostock,VVN-BdA e.V. Rostock,NA,NA,D,NA,NA,NA,NA
wirtschaftsvereinigungbayern,vwb - Vereinigung der Bayerischen Wirtschaft e.V.,NA,NA,D,NA,NA,NA,NA
wassersportbremen,Wassersportverein Bremer Schweiz,NA,NA,D,NA,NA,NA,NA
wasserversorgungbayerischerwald,Wasserversorgung Bayerischer Wald,NA,NA,D,NA,NA,NA,NA
wasserwerkderzukunft,Wasserwerk der Zukunft e.V. Malchin,NA,NA,D,NA,NA,NA,NA
wdrmediagroup,WDR mediagroup GmbH,NA,NA,D,NA,NA,NA,NA
westfaelischerheimatbund,Westfälischer Heimatbund,NA,NA,D,NA,NA,NA,NA
wicegmbh,WICE GmbH,NA,NA,D,NA,NA,NA,NA
widenthecircle,"Widen the Circle, Obermayer Foundation",NA,NA,D,NA,NA,NA,NA
wildtierbiotopschutznrw,Wildtier- und Biotopschutzstiftung NRW,NA,NA,D,NA,NA,NA,NA
wiberlin,Willkommen in Berlin e. V.: Diplomatenclub beim Auswärtigen Amt,NA,NA,D,NA,NA,NA,NA
wirtschaftsjuniorennrw,Wirtschaftsjunioren NRW,NA,NA,D,NA,NA,NA,NA
fcviktoria,Wirtschaftsrat FC Viktoria Köln,NA,NA,D,NA,NA,NA,NA
wohnungsgesellschafthettstadt,Wohnungsgesellschaft Hettstadt,NA,NA,D,NA,NA,NA,NA
wuestenrot,Wüstenrot,NA,NA,D,NA,NA,NA,NA
youngamerica,Young America's Foundation,NA,NA,D,NA,NA,NA,NA
kommunalmagazin,Zeitschrift Kommunal,NA,NA,D,NA,NA,NA,NA
zentraldombau,Zentral-Dombau-Verein,NA,NA,D,NA,NA,NA,NA
zentrumtuerkeistudien,Zentrum für Türkeistudien,NA,NA,D,NA,NA,NA,NA
zirkusgiovanni,Zirkus Giovanni des Don Bosco Jugendwerks Bamberg,NA,NA,D,NA,NA,NA,NA
zontaclubkoeln,Zonta Club Köln,NA,NA,D,NA,NA,NA,NA
zukunftsforumfamilie,Zukunftsforum Familie,NA,NA,D,NA,NA,NA,NA
zvnl,Zweckverband für den Nahverkehr Leipzig,NA,NA,D,NA,NA,NA,NA
advofleet,Advofleet Business Service GmbH,NA,NA,D,NA,NA,NA,NA
hsstiftung,Hanns-Seidel-Stiftung,NA,NA,D,NA,NA,NA,NA
dffb,Deutsche Film- und Fernsehakademie Berlin GmbH,NA,NA,D,NA,NA,NA,NA
htwberlin,Hochschule für Technik und Wirtschaft Berlin,NA,NA,D,NA,NA,NA,NA
gruenberlin,Grün Berlin GmbH,NA,NA,D,NA,NA,NA,NA
buergermeisterratberlin,Bürgermeisterrat Berlin,NA,NA,D,NA,NA,NA,NA
domowina,Domowina Lausitzer Sorben,NA,NA,D,NA,NA,NA,NA
awobrandenburg,AWO Brandenburg,NA,NA,D,NA,NA,NA,NA
filmuniversitaetbabelsberg,Filmuniversität Babelsberg,NA,NA,D,NA,NA,NA,NA
ffa,Filmförderungsanstalt,NA,NA,D,NA,NA,NA,NA
agdodk,Arbeitsgemeinschaft Dokumentarfilm,NA,NA,D,NA,NA,NA,NA
aws,AWS GmbH und Co.,NA,NA,D,NA,NA,NA,NA
inclusivesolutions,Inclusive Solutions,NA,NA,D,NA,NA,NA,NA
hwkpotsdam,Handwerkskammer Potsdam,NA,NA,D,NA,NA,NA,NA
havellaendischeeisenbahn,Havelländische Eisenbahn AG,NA,NA,D,NA,NA,NA,NA
gemeindienstneuruppin,Gemeindienst Neuruppin e.V. ,NA,NA,D,NA,NA,NA,NA
evangelischlutherischekirchebayern,Evangelisch-Lutherische Kirche in Bayern,NA,NA,D,NA,NA,NA,NA
carlorffstiftung,Carl Orff Stiftung,NA,NA,D,NA,NA,NA,NA
agahhessen,Arbeitsgemeinschaft der Ausländerbeiräte Hessen,NA,NA,D,NA,NA,NA,NA
sozialerdienst,Allgemeiner Sozialer Dienst Hessen,NA,NA,D,NA,NA,NA,NA
kreisverwaltungwerrameissnerkreis,Kreisverwaltung des Werra-Meißner-Kreises,NA,NA,D,NA,NA,NA,NA
oveschwege,SPD Ortsverein Eschwede,NA,NA,D,NA,NA,NA,NA
landesmusikrathessen,Landesmusikrat Hessen,NA,NA,D,NA,NA,NA,NA
operfrankfurt,Oper Frankfurt,NA,NA,D,NA,NA,NA,NA
bayreutherfestspiele,Die Bayreuther Festspiele,NA,NA,D,NA,NA,NA,NA
unisono,unisono,NA,NA,D,NA,NA,NA,NA
deutschermusikrat,Deutscher Musikrat,NA,NA,D,NA,NA,NA,NA
deutscherkulturrat,Deutscher Kulturrat,NA,NA,D,NA,NA,NA,NA
eukommission,Europäische Kommission,NA,NA,D,NA,NA,NA,NA
deutscheorchesterstiftung,Deutsche Orchesterstiftung,NA,NA,D,NA,NA,NA,NA
vddko,Versorgungsanstalt der deutschen Kulturorchester,NA,NA,D,NA,NA,NA,NA
deutschemusikundorchestervereinigung,Deutsche Musik- und Orchestervereinigung e. V.,NA,NA,D,NA,NA,NA,NA
landesregierunghessen,Landesregierung Hessen,NA,NA,D,NA,NA,NA,NA
vhu,Vereinigung der hessischen Unternehmerverbände,NA,NA,D,NA,NA,NA,NA
hessenmetall,Hessenmetall,NA,NA,D,NA,NA,NA,NA
landeselternbeirat,Landeselternbeirat von Hessen,NA,NA,D,NA,NA,NA,NA
stadtelternbeiratgiessen,Stadtelternbeirat Gießen,NA,NA,D,NA,NA,NA,NA
landesbauern,Landesbauernverband Brandenburg,NA,NA,D,NA,NA,NA,NA
hprberlin,Hauptpersonalratberlin,NA,NA,D,NA,NA,NA,NA
foen,Förderverein für Öffentlichkeitsarbeit im Natur- und Umweltschutz Fön e.V. ,NA,NA,D,NA,NA,NA,NA
drvbund,Deutsche Rentenversicherung Bund,NA,NA,D,NA,NA,NA,NA
ipv,Industrie-Pensions-Vereins e.V.,NA,NA,D,NA,NA,NA,NA
ibberlin,IB Berlin-Brandenburg gGmbH,NA,NA,D,NA,NA,NA,NA
commerzbank,Commerzbank,NA,NA,D,NA,NA,NA,NA
hpvberlin,Hospiz Berlin,NA,NA,D,NA,NA,NA,NA
fprbrandenburg,Frauenpolitischer Rat Land Brandenburg e.V.,NA,NA,D,NA,NA,NA,NA
juedischegemeinedeberlin,Jüdische Gemeinde zu Berlin,NA,NA,D,NA,NA,NA,NA
aghessischenhwk,Arbeitsgemeinschaft der Hessischen Handwerkskammern,NA,NA,D,NA,NA,NA,NA
hwkffmrheinmain,Handwerkskammer Frankfurt-Rhein-Main,NA,NA,D,NA,NA,NA,NA
wirtschaftsfoerderungffm,Wirtschaftsförderung Frankfurt,NA,NA,D,NA,NA,NA,NA
frankfurtrheinmain,Stadt Frankfurt Rhein-Main,NA,NA,D,NA,NA,NA,NA
buergschaftsbankhessen,Bürgschaftsbank Hessen,NA,NA,D,NA,NA,NA,NA
europakomitteehessen,Europakomitee Hessen,NA,NA,D,NA,NA,NA,NA
frankfurtervolksbank,Frankfurter Volksbank,NA,NA,D,NA,NA,NA,NA
hessenagentur,Hessen Agentur,NA,NA,D,NA,NA,NA,NA
polytechnischegesellschaft,Polytechnische Gesellschaft,NA,NA,D,NA,NA,NA,NA
europaunion,Europa Union,NA,NA,D,NA,NA,NA,NA
weisschemietechnik,Weiss Chemie + Technik,NA,NA,D,NA,NA,NA,NA
